config,symbol,timeframe,bars,start,end,trades,wins,losses,win_rate,total_R,expectancy_R,profit_factor,total_pnl,return_pct,max_drawdown,max_drawdown_pct,avg_bars_held,buy_trades,sell_trades,buy_R,sell_R,tp_exits,sl_exits,unresolved,avg_sl_points,setups_detected,setups_entered,rejected_stops
trigger_fill_spread,audusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,16,9,7,56.25,1.2272395647561498,0.07670247279725936,1.167666192226176,122.72395647561498,1.2272395647561498,-316.83634373289715,-3.1683634373289715,93.625,12,4,3.3868414609265227,-2.159601896170373,9,7,0,329.3749999999984,26,16,0
trigger_fill_spread,audusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,99,56,43,56.56565656565656,8.37910472979608,0.08463742151309171,1.1861461566437845,837.9104729796077,8.379104729796076,-543.5512100115502,-5.435512100115502,22.1010101010101,47,52,8.816251163781075,-0.43714643398499775,56,43,0,308.82828282828206,166,107,0
trigger_fill_spread,audusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,276,149,127,53.985507246376805,12.68722545658605,0.04596820817603642,1.096607215920872,1268.7225456586048,12.687225456586049,-2050.452111477456,-20.504521114774562,9.97463768115942,131,145,2.3798796137969145,10.30734584278913,149,127,0,492.54347826086934,485,294,0
trigger_fill_spread,audusd,D1,6301,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,61,36,25,59.01639344262295,9.264708346802832,0.15188046470168579,1.3600270974386075,926.4708346802832,9.264708346802832,-323.3516068573026,-3.2335160685730258,2.5737704918032787,33,28,5.90328040613482,3.361427940668011,36,25,0,586.9754098360652,216,61,0
trigger_fill_spread,eurgbp,M5,20103,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,0,0,0,,0.0,,,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0,0,,0,0,0
trigger_fill_spread,eurgbp,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,4,2,2,50.0,-0.21802619055709804,-0.05450654763927451,0.8970734279712288,-21.802619055709798,-0.218026190557098,-116.66563275434055,-1.1666563275434054,272.0,2,2,-0.1234852476290701,-0.09454094292802795,2,2,0,283.75000000000205,6,4,0
trigger_fill_spread,eurgbp,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,39,21,18,53.84615384615385,0.46344681275544486,0.01188325160911397,1.024274738839431,46.344681275544346,0.4634468127554435,-934.7915921102795,-9.347915921102794,34.61538461538461,22,17,0.4115289832487351,0.05191782950670942,21,18,0,304.8205128205125,55,39,0
trigger_fill_spread,eurgbp,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,221,117,104,52.94117647058824,1.9337497563220118,0.008749998897384668,1.0175726862585042,193.37497563220086,1.9337497563220087,-2828.538045397292,-28.28538045397292,13.819004524886878,114,107,10.05127750639674,-8.117527750074728,117,104,0,485.7420814479635,358,233,0
trigger_fill_spread,eurgbp,D1,6301,2002-05-08 00:00:00+00:00,2026-08-21 00:00:00+00:00,72,44,28,61.111111111111114,11.867314713989236,0.16482381547207273,1.3895315335552418,1186.7314713989235,11.867314713989236,-993.0631700442555,-9.930631700442555,5.291666666666667,28,44,3.588151133405451,8.279163580583786,44,28,0,569.2499999999995,183,77,0
trigger_fill_spread,eurusd,M5,20103,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,7,3,4,42.857142857142854,-1.343593640080007,-0.19194194858285815,0.6793759835096413,-134.3593640080007,-1.343593640080007,-206.75522943436772,-2.067552294343677,216.57142857142858,5,2,-3.220678802503201,1.8770851624231946,3,4,0,280.000000000004,7,7,0
trigger_fill_spread,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,12,10,54.54545454545454,-0.10956369397067109,-0.004980167907757777,0.9897106112389501,-10.956369397067183,-0.10956369397067184,-465.13567878041795,-4.65135678780418,50.04545454545455,12,10,-5.543098432893345,5.433534738922674,11,10,1,234.5454545454559,30,22,0
trigger_fill_spread,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,108,53,55,49.074074074074076,-6.195325115152134,-0.05736412143659383,0.8913174491546866,-619.5325115152136,-6.195325115152136,-2420.8467242465686,-24.208467242465687,21.65740740740741,56,52,-6.178806575309116,-0.01651853984301943,53,55,0,375.3888888888898,189,113,0
trigger_fill_spread,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,241,131,110,54.356846473029044,14.98269760841217,0.06216886974444884,1.1330611473097127,1498.2697608412175,14.982697608412174,-1098.2204260151157,-10.982204260151157,8.058091286307054,122,119,10.938024287574823,4.044673320837347,132,109,0,537.9398340248964,493,258,0
trigger_fill_spread,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,38,22,16,57.89473684210527,5.2671575280267025,0.13860940863228163,1.323879865639089,526.7157528026702,5.267157528026702,-519.6588179125465,-5.196588179125465,2.5526315789473686,15,23,-1.3216243054119678,6.588781833438671,22,16,0,666.9342105263154,228,38,0
trigger_fill_spread,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,1.6553021454038173,0.2758836909006362,1.7629378932004522,165.53021454038173,1.6553021454038173,-119.82680183250704,-1.1982680183250705,124.33333333333333,5,1,0.6839280996023076,0.9713740458015094,4,2,0,325.50000000000074,8,6,0
trigger_fill_spread,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,57,23,34,40.35087719298245,-14.860899765118786,-0.2607175397389261,0.593826441144354,-1486.089976511879,-14.86089976511879,-1670.889552326029,-16.70889552326029,40.94736842105263,35,22,-5.565043729416633,-9.295856035702156,23,34,0,303.01754385964784,82,59,0
trigger_fill_spread,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,147,66,81,44.89795918367347,-23.335379775737785,-0.15874408010705976,0.726929394611405,-2333.5379775737783,-23.33537977573778,-2427.898879829414,-24.27898879829414,17.408163265306122,77,70,-19.45351480700802,-3.8818649687297624,66,81,0,401.8911564625847,248,155,0
trigger_fill_spread,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,230,112,118,48.69565217391305,-15.694371927705962,-0.0682363996856781,0.8731497939870161,-1569.4371927705968,-15.69437192770597,-2633.5972611081015,-26.335972611081015,6.447826086956522,131,99,-6.841532668867936,-8.852839258838028,112,118,0,576.6869565217396,547,237,0
