fill_fraction,trades,win_rate,total_R,expectancy_R,profitable_datasets,datasets
0.0,4363.0,51.93674077469631,-55.43983772211301,-0.012706815888634657,19.0,48.0
0.1,4430.0,52.57336343115124,-38.82119578198121,-0.008763249612185374,21.0,48.0
0.2,4467.0,53.63778822475935,58.660494095230085,0.013131966441734965,25.0,48.0
0.3,4505.0,54.827968923418425,148.62980093823282,0.032992186667754234,27.0,48.0
0.4,4534.0,55.97706219673577,65.37745096470401,0.014419376039855318,29.0,48.0
0.5,4566.0,57.42444152431012,367.9078596366599,0.08057552773470432,32.0,48.0
0.75,4608.0,60.7421875,620.4046125886691,0.13463641766247159,36.0,48.0
1.0,4550.0,64.81318681318682,956.3038161442769,0.21017666288885206,38.0,48.0
