fill_fraction,symbol,timeframe,bars,start,end,trades,wins,losses,win_rate,total_R,expectancy_R,profit_factor,total_pnl,return_pct,max_drawdown,max_drawdown_pct,avg_bars_held,buy_trades,sell_trades,buy_R,sell_R,tp_exits,sl_exits,unresolved,avg_sl_points,setups_detected,setups_entered,rejected_stops
0.2,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,13,9,59.09090909090909,3.128466687918409,0.1422030312690186,1.3476074097687123,312.8466687918409,3.128466687918409,-300.0,-3.0,45.54545454545455,12,10,-4.871533312081591,8.0,12,9,1,225.36363636363714,30,22,0
0.3,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,14,8,63.63636363636363,5.146373056994822,0.2339260480452192,1.6432966321243527,514.6373056994822,5.146373056994822,-300.0,-3.0,39.27272727272727,12,10,-2.8536269430051777,8.0,13,8,1,220.77272727272828,30,22,0
0.4,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,15,7,68.18181818181817,7.164856860809468,0.3256753118549758,2.023550980115638,716.4856860809467,7.164856860809467,-200.0,-2.0,37.54545454545455,12,10,-0.8351431391905326,8.0,14,7,1,216.1818181818214,30,22,0
0.5,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,15,7,68.18181818181817,7.183946488294291,0.32654302219519504,2.0262780697563274,718.3946488294291,7.183946488294291,-200.0,-2.0,37.45454545454545,12,10,-0.8160535117057088,8.0,14,7,1,211.5909090909105,30,22,0
0.75,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,16,6,72.72727272727273,9.234524847428059,0.41975112942854814,2.539087474571343,923.452484742806,9.234524847428059,-200.0,-2.0,35.77272727272727,12,10,1.234524847428059,8.0,15,6,1,200.11363636364032,30,22,0
1.0,eurusd,M15,22176,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,22,17,5,77.27272727272727,11.289617486338795,0.513164431197218,3.2579234972677593,1128.9617486338796,11.289617486338797,-100.0,-1.0,34.59090909090909,12,10,3.2896174863387944,8.0,16,5,1,188.63636363636508,30,22,0
0.0,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,108,53,55,49.074074074074076,-2.0,-0.018518518518518517,0.9636363636363636,-200.0,-2.0,-2200.0,-22.0,21.65740740740741,56,52,-4.0,2.0,53,55,0,375.3888888888898,189,113,0
0.1,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,108,53,55,49.074074074074076,-2.0,-0.018518518518518517,0.9636363636363636,-200.0,-2.0,-2200.0,-22.0,21.59259259259259,56,52,-4.0,2.0,53,55,0,370.0870370370368,189,113,0
0.2,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,108,55,53,50.92592592592593,2.0,0.018518518518518517,1.0377358490566038,200.0,2.0,-1800.0,-18.0,21.12037037037037,56,52,-2.0,4.0,55,53,0,364.78518518518626,189,113,0
0.3,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,108,56,52,51.85185185185185,4.0,0.037037037037037035,1.0769230769230769,400.0,4.0,-1800.0,-18.0,21.02777777777778,56,52,0.0,4.0,56,52,0,359.4833333333336,189,113,0
0.4,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,107,57,50,53.271028037383175,7.0,0.06542056074766354,1.14,700.0,7.000000000000001,-1500.0,-15.0,19.83177570093458,55,52,3.0,4.0,57,50,0,357.5738317757025,189,112,0
0.5,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,107,58,49,54.20560747663551,9.0,0.08411214953271028,1.183673469387755,900.0,9.0,-1300.0,-13.0,19.66355140186916,55,52,5.0,4.0,58,49,0,352.34579439252417,189,112,0
0.75,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,106,61,45,57.54716981132076,16.0,0.1509433962264151,1.3555555555555556,1600.0,16.0,-1000.0,-10.0,19.11320754716981,55,51,9.0,7.0,61,45,0,342.48113207547306,189,111,0
1.0,eurusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,105,63,42,60.0,21.0,0.2,1.5,2100.0,21.0,-1000.0,-10.0,18.704761904761906,55,50,13.0,8.0,63,42,0,332.5809523809535,189,110,0
0.0,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,241,132,109,54.77178423236515,22.99999999999999,0.09543568464730286,1.2110091743119267,2299.999999999999,22.99999999999999,-1000.0000000000018,-10.000000000000018,8.058091286307054,122,119,13.99999999999999,9.0,132,109,0,537.9398340248964,493,258,0
0.1,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,241,133,108,55.18672199170125,24.999999999999986,0.10373443983402483,1.2314814814814814,2499.999999999999,24.999999999999993,-900.0000000000018,-9.000000000000018,8.360995850622407,124,117,13.999999999999988,11.0,133,108,0,533.8159751037348,493,259,0
0.2,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,242,134,108,55.371900826446286,25.999999999999986,0.10743801652892557,1.2407407407407407,2599.999999999999,25.99999999999999,-900.0000000000018,-9.000000000000018,7.966942148760331,124,118,15.999999999999986,10.0,134,108,0,524.8876033057852,493,259,0
0.3,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,245,138,107,56.326530612244895,30.999999999999986,0.1265306122448979,1.2897196261682242,3099.999999999999,30.99999999999999,-900.0,-9.0,8.16326530612245,126,119,17.999999999999986,13.0,138,107,0,524.0528571428576,493,262,0
0.4,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,247,143,104,57.89473684210527,38.999999999999986,0.1578947368421052,1.3749999999999998,3899.999999999999,38.99999999999999,-800.0000000000018,-8.000000000000018,8.279352226720647,125,122,18.999999999999986,20.0,143,104,0,521.6246963562753,493,264,0
0.5,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,247,149,98,60.32388663967612,50.999999999999986,0.20647773279352222,1.520408163265306,5099.999999999998,50.99999999999998,-600.0,-6.0,7.987854251012146,125,122,26.999999999999986,24.0,149,98,0,511.1042510121459,493,264,0
0.75,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,248,156,92,62.903225806451616,63.999999999999986,0.2580645161290322,1.6956521739130432,6399.999999999998,63.99999999999998,-400.0,-4.0,7.282258064516129,124,124,33.999999999999986,30.0,156,92,0,486.57056451612976,493,263,0
1.0,eurusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,248,162,86,65.32258064516128,75.99999999999999,0.30645161290322576,1.883720930232558,7599.999999999998,75.99999999999997,-400.0,-4.0,7.495967741935484,125,123,40.999999999999986,35.0,162,86,0,475.42338709677466,493,264,0
0.0,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,38,22,16,57.89473684210527,6.0,0.15789473684210525,1.375,600.0,6.0,-500.0,-5.0,2.5526315789473686,15,23,-1.0,7.0,22,16,0,666.9342105263154,228,38,0
0.1,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,40,23,17,57.49999999999999,6.0,0.15,1.3529411764705883,600.0,6.0,-500.0,-5.0,2.075,16,24,0.0,6.0,23,17,0,647.304999999998,228,40,0
0.2,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,42,23,19,54.761904761904766,4.0,0.09523809523809523,1.2105263157894737,400.0,4.0,-500.0,-5.0,2.0476190476190474,18,24,-2.0,6.0,23,19,0,635.6428571428563,228,42,0
0.3,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,43,24,19,55.81395348837209,5.0,0.11627906976744186,1.263157894736842,500.0,5.0,-500.0,-5.0,2.0232558139534884,19,24,-1.0,6.0,24,19,0,629.9197674418602,228,43,0
0.4,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,43,24,19,55.81395348837209,5.0,0.11627906976744186,1.263157894736842,500.0,5.0,-400.0,-4.0,2.0,20,23,0.0,5.0,24,19,0,614.7511627906977,228,43,0
0.5,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,46,26,20,56.52173913043478,6.0,0.13043478260869565,1.3,600.0,6.0,-400.0,-4.0,1.9130434782608696,21,25,1.0,5.0,26,20,0,603.0217391304343,228,46,0
0.75,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,49,30,19,61.224489795918366,11.0,0.22448979591836735,1.5789473684210527,1100.0,11.0,-400.0,-4.0,1.7142857142857142,23,26,1.0,10.0,30,19,0,556.3571428571393,228,49,0
1.0,eurusd,D1,6307,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,51,32,19,62.745098039215684,13.0,0.2549019607843137,1.6842105263157894,1300.0,13.0,-400.0,-4.0,1.7450980392156863,26,25,-2.0,15.0,32,19,0,571.4607843137238,228,51,0
0.0,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,124.33333333333333,5,1,1.0,1.0,4,2,0,325.50000000000074,8,6,0
0.1,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,124.33333333333333,5,1,1.0,1.0,4,2,0,322.8500000000004,8,6,0
0.2,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,124.16666666666667,5,1,1.0,1.0,4,2,0,320.2000000000001,8,6,0
0.3,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,123.83333333333333,5,1,1.0,1.0,4,2,0,317.5499999999998,8,6,0
0.4,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,123.83333333333333,5,1,1.0,1.0,4,2,0,314.8999999999994,8,6,0
0.5,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,123.5,5,1,1.0,1.0,4,2,0,312.2500000000065,8,6,0
0.75,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,4,2,66.66666666666666,2.0,0.3333333333333333,2.0,200.0,2.0,-100.0,-1.0,71.0,5,1,1.0,1.0,4,2,0,305.62500000000193,8,6,0
1.0,gbpusd,M5,20086,2026-05-17 21:05:00+00:00,2026-08-21 20:55:00+00:00,6,5,1,83.33333333333334,4.0,0.6666666666666666,5.0,400.0,4.0,-100.0,-1.0,55.833333333333336,5,1,3.0,1.0,5,1,0,299.0000000000011,8,6,0
0.0,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,57,23,34,40.35087719298245,-11.0,-0.19298245614035087,0.6764705882352942,-1100.0,-11.0,-1300.0,-13.0,40.94736842105263,35,22,-3.0,-8.0,23,34,0,303.01754385964784,82,59,0
0.1,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,58,25,33,43.103448275862064,-8.0,-0.13793103448275862,0.7575757575757576,-800.0,-8.0,-1000.0,-10.0,38.94827586206897,36,22,-2.0,-6.0,25,33,0,294.26379310344646,82,59,0
0.2,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,58,25,33,43.103448275862064,-8.0,-0.13793103448275862,0.7575757575757576,-800.0,-8.0,-1000.0,-10.0,37.775862068965516,36,22,-2.0,-6.0,25,33,0,288.97586206896426,82,59,0
0.3,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,58,25,33,43.103448275862064,-8.0,-0.13793103448275862,0.7575757575757576,-800.0,-8.0,-1000.0,-10.0,37.706896551724135,36,22,-2.0,-6.0,25,33,0,283.68793103448274,82,59,0
0.4,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,58,25,33,43.103448275862064,-8.0,-0.13793103448275862,0.7575757575757576,-800.0,-8.0,-1000.0,-10.0,37.63793103448276,36,22,-2.0,-6.0,25,33,0,278.3999999999989,82,59,0
0.5,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,58,25,33,43.103448275862064,-8.0,-0.13793103448275862,0.7575757575757576,-800.0,-8.0,-1000.0,-10.0,36.1551724137931,36,22,-2.0,-6.0,25,33,0,273.1120689655159,82,59,0
0.75,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,59,30,29,50.847457627118644,1.0,0.01694915254237288,1.0344827586206897,100.0,1.0,-600.0,-6.0,38.49152542372882,37,22,5.0,-4.0,30,29,0,274.9491525423714,82,60,0
1.0,gbpusd,M15,22174,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,60,33,27,55.00000000000001,6.0,0.1,1.2222222222222223,600.0,6.0,-400.0,-4.0,25.9,38,22,8.0,-2.0,33,27,0,257.39999999999907,82,60,0
0.0,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,147,66,81,44.89795918367347,-15.0,-0.10204081632653061,0.8148148148148148,-1500.0,-15.0,-1600.0,-16.0,17.408163265306122,77,70,-15.0,0.0,66,81,0,401.8911564625847,248,155,0
0.1,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,147,66,81,44.89795918367347,-15.0,-0.10204081632653061,0.8148148148148148,-1500.0,-15.0,-1600.0,-16.0,17.258503401360546,77,70,-15.0,0.0,66,81,0,394.86122448979586,248,155,0
0.2,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,147,69,78,46.93877551020408,-9.0,-0.061224489795918366,0.8846153846153846,-900.0,-9.0,-1100.0,-11.0,17.1156462585034,77,70,-13.0,4.0,69,78,0,387.83129251700706,248,155,0
0.3,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,147,70,77,47.61904761904761,-7.0,-0.047619047619047616,0.9090909090909091,-700.0,-7.000000000000001,-1100.0,-11.0,17.020408163265305,77,70,-13.0,6.0,70,77,0,380.8013605442177,248,155,0
0.4,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,147,71,76,48.29931972789115,-5.0,-0.034013605442176874,0.9342105263157895,-500.0,-5.0,-1100.0,-11.0,16.897959183673468,77,70,-11.0,6.0,71,76,0,373.7714285714287,248,155,0
0.5,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,146,71,75,48.63013698630137,-4.0,-0.0273972602739726,0.9466666666666667,-400.0,-4.0,-1000.0,-10.0,16.958904109589042,76,70,-10.0,6.0,71,75,0,369.2945205479456,248,154,0
0.75,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,148,78,70,52.702702702702695,8.0,0.05405405405405406,1.1142857142857143,800.0,8.0,-700.0,-7.000000000000001,15.89864864864865,77,71,-7.0,15.0,78,70,0,350.6013513513518,248,154,0
1.0,gbpusd,H1,22655,2023-01-01 23:00:00+00:00,2026-08-21 20:00:00+00:00,146,80,66,54.794520547945204,14.0,0.0958904109589041,1.2121212121212122,1400.0,14.000000000000002,-600.0,-6.0,15.363013698630137,76,70,-4.0,18.0,80,66,0,343.8698630136991,248,153,0
0.0,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,230,112,118,48.69565217391305,-6.0,-0.02608695652173913,0.9491525423728814,-600.0,-6.0,-2200.0,-22.0,6.447826086956522,131,99,-1.0,-5.0,112,118,0,576.6869565217396,547,237,0
0.1,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,231,117,114,50.649350649350644,3.0,0.012987012987012988,1.0263157894736843,300.0,3.0,-1800.0,-18.0,6.528138528138528,131,100,5.0,-2.0,117,114,0,574.4833333333339,547,238,0
0.2,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,230,118,112,51.30434782608696,6.0,0.02608695652173913,1.0535714285714286,600.0,6.0,-1700.0,-17.0,6.369565217391305,130,100,6.0,0.0,118,112,0,568.797391304348,547,238,0
0.3,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,234,124,110,52.991452991452995,14.0,0.05982905982905983,1.1272727272727272,1400.0,14.000000000000002,-1500.0,-15.0,6.183760683760684,132,102,12.0,2.0,124,110,0,555.5993589743599,547,240,0
0.4,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,236,125,111,52.96610169491526,14.0,0.059322033898305086,1.1261261261261262,1400.0,14.000000000000002,-1400.0,-14.000000000000002,5.915254237288136,132,104,12.0,2.0,125,111,0,546.1546610169496,547,242,0
0.5,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,238,130,108,54.621848739495796,22.0,0.09243697478991597,1.2037037037037037,2200.0,22.0,-1400.0,-14.000000000000002,5.882352941176471,133,105,19.0,3.0,130,108,0,540.9096638655467,547,244,0
0.75,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,241,135,106,56.016597510373444,29.0,0.12033195020746888,1.2735849056603774,2900.0,28.999999999999996,-1000.0,-10.0,5.5850622406639,134,107,24.0,5.0,135,106,0,532.5031120331953,547,246,0
1.0,gbpusd,H4,21210,2013-01-01 22:00:00+00:00,2026-08-21 17:00:00+00:00,240,139,101,57.91666666666667,38.0,0.15833333333333333,1.3762376237623761,3800.0,38.0,-600.0,-6.0,5.791666666666667,131,109,29.0,9.0,139,101,0,525.2437500000003,547,246,0
0.0,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,25,15,10,60.0,5.0,0.2,1.5,500.0,5.0,-400.0,-4.0,1.68,15,10,1.0,4.0,15,10,0,570.7399999999998,216,25,0
0.1,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,27,17,10,62.96296296296296,7.0,0.25925925925925924,1.7,700.0,7.000000000000001,-400.0,-4.0,1.6296296296296295,14,13,2.0,5.0,17,10,0,601.1296296296284,216,27,0
0.2,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,31,18,13,58.06451612903226,5.0,0.16129032258064516,1.3846153846153846,500.0,5.0,-400.0,-4.0,1.6774193548387097,16,15,2.0,3.0,18,13,0,613.5967741935463,216,31,0
0.3,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,33,20,13,60.60606060606061,7.0,0.21212121212121213,1.5384615384615385,700.0,7.000000000000001,-400.0,-4.0,1.696969696969697,18,15,4.0,3.0,20,13,0,595.6621212121204,216,33,0
0.4,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,33,21,12,63.63636363636363,9.0,0.2727272727272727,1.75,900.0,9.0,-400.0,-4.0,1.696969696969697,17,16,5.0,4.0,21,12,0,584.6666666666644,216,33,0
0.5,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,35,23,12,65.71428571428571,11.0,0.3142857142857143,1.9166666666666667,1100.0,11.0,-200.0,-2.0,1.4,17,18,9.0,2.0,23,12,0,568.6999999999953,216,35,0
0.75,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,43,31,12,72.09302325581395,19.0,0.4418604651162791,2.5833333333333335,1900.0,19.0,-200.0,-2.0,1.3953488372093024,24,19,12.0,7.0,31,12,0,572.6191860465108,216,43,0
1.0,gbpusd,D1,6311,2002-05-07 00:00:00+00:00,2026-08-21 00:00:00+00:00,45,36,9,80.0,27.0,0.6,4.0,2700.0,27.0,-200.0,-2.0,1.4222222222222223,28,17,18.0,9.0,36,9,0,565.7444444444421,216,45,0
0.0,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,218,110,108,50.45871559633027,2.0,0.009174311926605505,1.0185185185185186,200.0,2.0,-1700.0,-17.0,7.513761467889908,112,106,0.0,2.0,110,108,0,462.2064220183497,404,223,0
0.1,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,219,114,105,52.054794520547944,9.0,0.0410958904109589,1.0857142857142856,900.0,9.0,-1300.0,-13.0,7.219178082191781,113,106,5.0,4.0,114,105,0,454.0538812785404,404,223,0
0.2,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,222,115,107,51.80180180180181,8.0,0.036036036036036036,1.074766355140187,800.0,8.0,-1400.0,-14.000000000000002,7.2792792792792795,115,107,3.0,5.0,115,107,0,449.3729729729727,404,226,0
0.3,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,221,119,102,53.84615384615385,17.0,0.07692307692307693,1.1666666666666667,1700.0,17.0,-1000.0,-10.0,7.049773755656108,114,107,8.0,9.0,119,102,0,439.2135746606351,404,225,0
0.4,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,221,121,100,54.75113122171946,21.0,0.09502262443438914,1.21,2100.0,21.0,-800.0,-8.0,6.909502262443439,114,107,8.0,13.0,121,100,0,432.0461538461544,404,224,0
0.5,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,222,125,97,56.30630630630631,28.0,0.12612612612612611,1.288659793814433,2800.0,28.000000000000004,-700.0,-7.000000000000001,6.612612612612613,115,107,11.0,17.0,125,97,0,423.0833333333344,404,224,0
0.75,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,223,135,88,60.53811659192825,47.0,0.21076233183856502,1.5340909090909092,4700.0,47.0,-600.0,-6.0,6.609865470852018,116,107,22.0,25.0,135,88,0,413.04147982062756,404,225,0
1.0,us100,M5,21307,2026-05-10 22:00:00+00:00,2026-08-21 20:55:00+00:00,212,137,75,64.62264150943396,62.0,0.29245283018867924,1.8266666666666667,6200.0,62.0,-500.0,-5.0,6.367924528301887,113,99,31.0,31.0,137,75,0,404.34433962264245,404,213,0
0.0,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,183,108,75,59.01639344262295,33.0,0.18032786885245902,1.44,3300.0,33.0,-800.0,-8.0,5.1530054644808745,112,71,16.0,17.0,108,75,0,472.43169398907105,466,188,0
0.1,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,187,112,75,59.893048128342244,37.0,0.19786096256684493,1.4933333333333334,3700.0,37.0,-800.0,-8.0,4.957219251336898,113,74,21.0,16.0,112,75,0,470.6844919786094,466,192,0
0.2,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,191,117,74,61.25654450261781,43.0,0.225130890052356,1.5810810810810811,4300.0,43.0,-800.0,-8.0,4.680628272251309,115,76,27.0,16.0,117,74,0,465.83246073298324,466,196,0
0.3,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,192,119,73,61.979166666666664,46.0,0.23958333333333334,1.63013698630137,4600.0,46.0,-800.0,-8.0,4.65625,115,77,27.0,19.0,119,73,0,457.0322916666676,466,197,0
0.4,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,196,122,74,62.244897959183675,48.0,0.24489795918367346,1.6486486486486487,4800.0,48.0,-800.0,-8.0,4.413265306122449,117,79,31.0,17.0,122,74,0,450.2969387755104,466,201,0
0.5,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,197,126,71,63.95939086294417,55.0,0.27918781725888325,1.7746478873239437,5500.0,55.00000000000001,-800.0,-8.0,4.284263959390863,118,79,38.0,17.0,126,71,0,437.33756345177693,466,201,0
0.75,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,199,133,66,66.83417085427136,67.0,0.33668341708542715,2.015151515151515,6700.0,67.0,-600.0,-6.0,4.055276381909548,116,83,46.0,21.0,133,66,0,421.69472361809017,466,203,0
1.0,us100,M15,21857,2025-09-30 21:00:00+00:00,2026-08-21 20:45:00+00:00,196,134,62,68.36734693877551,72.0,0.3673469387755102,2.161290322580645,7200.0,72.0,-500.0,-5.0,4.3520408163265305,115,81,49.0,23.0,134,62,0,395.93367346938714,466,202,0
0.0,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,144,79,65,54.861111111111114,14.0,0.09722222222222222,1.2153846153846153,1400.0,14.000000000000002,-700.0,-7.000000000000001,4.395833333333333,99,45,9.0,5.0,79,65,0,559.4930555555553,543,147,0
0.1,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,148,80,68,54.054054054054056,12.0,0.08108108108108109,1.1764705882352942,1200.0,12.0,-700.0,-7.000000000000001,4.027027027027027,100,48,10.0,2.0,80,68,0,552.0432432432423,543,151,0
0.2,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,148,83,65,56.08108108108109,18.0,0.12162162162162163,1.2769230769230768,1800.0,18.0,-700.0,-7.000000000000001,3.8716216216216215,99,49,13.0,5.0,83,65,0,544.8094594594588,543,151,0
0.3,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,151,86,65,56.95364238410596,21.0,0.1390728476821192,1.323076923076923,2100.0,21.0,-700.0,-7.000000000000001,3.9205298013245033,101,50,15.0,6.0,86,65,0,531.5993377483445,543,154,0
0.4,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,150,85,65,56.666666666666664,20.0,0.13333333333333333,1.3076923076923077,2000.0,20.0,-700.0,-7.000000000000001,4.02,100,50,14.0,6.0,85,65,0,519.7600000000001,543,153,0
0.5,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,151,86,65,56.95364238410596,21.0,0.1390728476821192,1.323076923076923,2100.0,21.0,-600.0,-6.0,4.185430463576159,100,51,16.0,5.0,86,65,0,513.794701986754,543,154,0
0.75,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,156,94,62,60.256410256410255,32.0,0.20512820512820512,1.5161290322580645,3200.0,32.0,-700.0,-7.000000000000001,4.089743589743589,103,53,25.0,7.0,94,62,0,502.1682692307694,543,159,0
1.0,us100,H1,21841,2023-01-02 23:00:00+00:00,2026-08-21 20:00:00+00:00,154,101,53,65.5844155844156,48.0,0.3116883116883117,1.9056603773584906,4800.0,48.0,-400.0,-4.0,3.8506493506493507,100,54,34.0,14.0,101,53,0,485.8441558441553,543,157,0
